setting,stress_kind,protocol,stress_level,method,n,covered_ratio_after_mean,f1_mean,f1_std,fpr_mean,fpr_std,ece_mean,ece_std
batch2,noise,weak_attack_strategy_ood,0.3,cdro_ug,3,1.0,0.9406117501597622,0.041899211913517455,0.1287223823246878,0.08935266823618433,0.2985868453979492,0.03315437869103376
batch2,noise,weak_attack_strategy_ood,0.3,noisy_ce,3,1.0,0.9374261122482904,0.017564210948186002,0.11911623439000961,0.04325967434850222,0.22510352234045664,0.03428254754374555
batch2,noise,weak_attack_strategy_ood,0.3,posterior_ce,3,1.0,0.9515585644855311,0.04246786388819615,0.0941402497598463,0.07915022883809612,0.33692696690559387,0.026049562642440394
batch2,noise,weak_attack_strategy_ood,0.45,cdro_ug,3,1.0,0.8710419772388796,0.03826944043353041,0.2881844380403458,0.1482680227020929,0.30297606190045673,0.02928630263489412
batch2,noise,weak_attack_strategy_ood,0.45,noisy_ce,3,1.0,0.8645749365516365,0.06045763881298848,0.23342939481268013,0.20799251384168452,0.3256927231947581,0.02323038522163963
batch2,noise,weak_attack_strategy_ood,0.45,posterior_ce,3,1.0,0.790228489388968,0.09347286040317729,0.4495677233429395,0.382069967619326,0.2807837923367818,0.053087220584635164
batch2,noise,weak_topology_ood,0.0,cdro_ug,3,1.0,0.8877829383342415,0.00531618429110218,0.19692603266090297,0.031082977305213137,0.18583990633487701,0.02082216354138498
batch2,noise,weak_topology_ood,0.0,noisy_ce,3,1.0,0.9044845099645533,0.01401748031954958,0.24399615754082613,0.044769184237199014,0.18491453429063162,0.03835178714796371
batch2,noise,weak_topology_ood,0.0,posterior_ce,3,1.0,0.8790877738525027,0.0033554325512285673,0.1873198847262248,0.029949005318193857,0.23653905590375265,0.018570444266892333
batch2,noise,weak_topology_ood,0.15,cdro_ug,3,1.0,0.8822834711363711,0.012080136278539112,0.24975984630163306,0.06394405087662872,0.1939622461795807,0.024480999855221022
batch2,noise,weak_topology_ood,0.15,noisy_ce,3,1.0,0.892618166069929,0.020973340713687914,0.26512968299711814,0.0823723684608441,0.18439936637878418,0.04010835663185578
batch2,noise,weak_topology_ood,0.15,posterior_ce,3,1.0,0.8788773699749288,0.01947609271208134,0.19116234390009607,0.04486184218572763,0.2243835131327311,0.04793734334287347
batch2,noise,weak_topology_ood,0.3,cdro_ug,3,1.0,0.8775198332093656,0.04023130733173503,0.14601344860710855,0.06906412859949546,0.2026036729415258,0.06387183633521
batch2,noise,weak_topology_ood,0.3,noisy_ce,3,1.0,0.8737609842973665,0.044424132714884275,0.19212295869356388,0.040380114422639196,0.19945906599362692,0.06229541910807667
batch2,noise,weak_topology_ood,0.3,posterior_ce,3,1.0,0.884616756995831,0.027894909727068463,0.19116234390009607,0.07538837332654534,0.2687079707781474,0.031234969583841324
