evaluation_view,scenario_tag,scenario_label,n_pairs,noisy_f1,cdro_ug_f1,delta_f1,p_f1,noisy_fpr,cdro_ug_fpr,delta_fpr,p_fpr,direction_tag
tuned_threshold,scenario_i_three_tier_low_b2,External-I / 3-tier low,12,0.963872260807816,0.9653480068780875,0.0014757460702716403,0.8247498169392238,0.0748636052942273,0.0924049276082769,0.017541322314049593,0.5704173785696851,"F1 up, FPR up (reverse)"
tuned_threshold,scenario_j_three_tier_high_b2,External-J / 3-tier high,12,0.8875553012739794,0.8852478331808249,-0.0023074680931545557,0.5923846717110081,0.26951041770181194,0.22588047862568383,-0.04362993907612808,0.005125701732975348,"F1 flat, FPR down (strongest)"
tuned_threshold,scenario_k_two_tier_high_b2,External-K / 2-tier high,12,0.8950133967723064,0.8913802392603121,-0.00363315751199438,0.5381986819624115,0.1745374547023034,0.15033404542549134,-0.02420340927681205,0.0446668293873566,"F1 flat, FPR down (smaller support)"
tuned_threshold,scenario_l_mimic_heavy_b2,External-L / mimic-heavy,12,0.8677056792028028,0.873581692468115,0.0058760132653122394,0.7676348547717843,0.2892732304430768,0.2839006995421164,-0.0053725309009603935,0.83060776177691,"F1 up, FPR down (directional only)"
tuned_threshold,pooled,Pooled external,48,0.9035366595142261,0.9038894429468349,0.0003527834326087359,0.9415029248537573,0.20204617703535485,0.1881300378003921,-0.013916139234962734,0.20833958302084896,"Pooled F1 tie, FPR down (non-significant)"
